group_index,sub_dir_index,num_t3w_files,start_datetime,end_datetime,latitude,longitude,altitude,geoid_height,best_HDOP,mean_curve_freq,mean_curve_amp
0,0,6,202310180010000000,202310180035000000,37.787740292397665,37.64356145906433,892.8824561403509,26.900000000000002,1.04,0.35816153387398175,2.869724607657964
1,0,5,202310181700000000,202310181720000000,37.78871036842106,37.64119512280701,902.3421052631579,26.899999999999995,0.8000000000000002,1.1486212127644655,2.535310281570264
2,0,4,202310181745000000,202310181800000000,37.78786531960784,37.639079292156865,909.3964705882353,26.900000000000006,0.6899999999999997,0.37859845808828346,2.667151733317039
3,0,3,202310181820000000,202310181830000000,37.78736759365079,37.638015893650795,901.3904761904762,26.899999999999995,0.9000000000000002,0.42303727898551774,2.418583319803897
4,0,4,202310182030000000,202310182045000000,37.78670140141844,37.63615102659574,902.5997872340427,26.89999999999999,0.8900000000000001,0.36823824417247053,2.508080530858971
5,0,4,202310182115000000,202310182130000000,37.785990462962964,37.63471775925926,903.0592592592593,26.899999999999995,0.75,0.5430354580187188,2.177406194187954
6,0,1,202310182150000000,202310182150000000,37.78537608333333,37.63320623850574,905.3258620689656,26.900000000000006,0.85,0.9199775600724472,1.9813748608807489
7,0,5,202310182225000000,202310182245000000,37.786364391771855,37.63277490486209,891.0300140252454,27.0,0.9299999999999999,0.48599118164285937,2.5155404889248327
8,0,4,202310191735000000,202310191750000000,37.78682167901235,37.63400287654321,903.3740740740742,27.0,0.6900000000000001,0.45975714730947603,2.6887272397806186
9,0,5,202310192035000000,202310192055000000,37.78737658333333,37.635684624999996,914.15,27.0,0.79,0.4349392385837192,2.7536157180436174
10,0,4,202310192115000000,202310192130000000,37.787995787878785,37.637206681818185,911.5863636363637,27.0,0.7599999999999999,0.4349392385837192,2.8442363180581065
11,0,4,202310192150000000,202310192205000000,37.78857683333333,37.63852966666667,900.6500000000001,27.0,0.78,0.33882780451538586,2.843012897983628
12,0,4,202310192225000000,202310192240000000,37.78922654234769,37.64013358345716,892.2823179791976,27.0,0.9299999999999998,0.37859845808828346,2.97613151130323
13,0,4,202310201645000000,202310201700000000,37.78775756666666,37.6342261,895.24,27.0,0.9200000000000002,0.5137221466089315,2.946061290265623
14,0,4,202310201725000000,202310201740000000,37.78701708333333,37.638983999999994,900.95,26.9,0.77,0.36823824417247053,4.350344221163612
15,0,4,202310201800000000,202310201815000000,37.78787939080459,37.639198235632186,897.7586206896551,26.89999999999999,0.8200000000000001,0.4002015261562354,3.842624986305709
16,0,4,202310202040000000,202310202055000000,37.789719516407594,37.641247335348304,897.4100172711572,27.0,0.7199999999999998,1.2834431362623724,2.807717216846386
17,0,3,202310202130000000,202310202140000000,37.792972944444436,37.63938711728395,889.2407407407409,27.0,0.7199999999999999,0.4349392385837192,3.697027286836082
18,0,3,202310202205000000,202310202215000000,37.79101569607843,37.63557223529412,894.064705882353,27.0,0.79,0.528175483317941,4.748097634602525
19,0,4,202310202255000000,202310202310000000,37.78913692248063,37.630968093023256,890.7906976744184,27.0,0.8599999999999999,0.7368475365345758,5.321991056401941
20,0,3,202310202340000000,202310202350000000,37.78722976324966,37.64191127475593,895.6859832635982,26.899999999999995,0.75,0.36823824417247053,3.0850458206311995
21,1,6,202310180010000000,202310180035000000,37.78779040196078,37.643578490196084,897.8764705882352,26.9,1.05,0.35816153387398175,3.016953272197969
22,1,6,202310181650000000,202310181715000000,37.78768500183151,37.641822053113565,897.8648351648353,26.900000000000002,0.75,0.4002015261562354,4.023134770108965
23,1,4,202310181745000000,202310181800000000,37.78521145238095,37.6428526904762,901.1428571428572,26.900000000000002,0.7299999999999999,0.8233366254494406,2.7147600500348044
24,1,3,202310181820000000,202310181830000000,37.78458666666667,37.64159742105263,924.4184210526316,26.899999999999995,0.9900000000000003,0.2,2.432011272118374
25,1,4,202310182020000000,202310182035000000,37.786844714689266,37.639777209039565,910.3474576271185,26.900000000000006,1.2699999999999996,0.3892501518655177,3.322169814054229
26,1,4,202310182055000000,202310182110000000,37.786236,37.63865141666667,908.475,26.9,0.86,0.2,2.763999388799226
27,1,1,202310182130000000,202310182130000000,37.78574068666667,37.63761288,907.962,26.900000000000006,0.9,0.4114610123340793,2.753372854964595
28,1,4,202310182205000000,202310182220000000,37.78444061336032,37.63786460121458,907.342914979757,26.9,0.8699999999999999,0.2173601099231803,2.8819692737262144
29,1,4,202310182235000000,202310182250000000,37.7834842979798,37.63863164478114,905.6964646464646,26.9,0.93,0.3892501518655177,2.8843238464030105
30,1,4,202310191720000000,202310191735000000,37.7804954,37.63732136666667,917.6,26.9,0.79,0.8008063076888998,2.3957060149265343
31,1,4,202310191750000000,202310191805000000,37.78129103104576,37.63836916176472,914.791176470588,26.900000000000002,0.8199999999999997,1.0279619354657585,2.852908740738583
32,1,1,202310191820000000,202310191820000000,37.781522833333334,37.640017541666666,920.05,26.9,0.99,0.23622708692908512,4.919533797770381
33,1,3,202310191945000000,202310191955000000,37.78146503913043,37.64006016376812,908.3678260869564,26.899999999999995,0.9000000000000004,1.056883172510736,2.7904767571064046
34,1,4,202310192010000000,202310192025000000,37.78227016666667,37.64112808783784,914.4243243243243,26.900000000000006,0.9399999999999996,0.35816153387398175,2.670177509503192
35,1,3,202310192040000000,202310192050000000,37.782772978371504,37.64268679007633,914.4526717557251,26.900000000000006,0.9099999999999999,0.2790161829950076,2.367284900786013
36,1,4,202310192115000000,202310192130000000,37.78392305345911,37.64441621069183,914.9547169811322,26.90000000000001,0.7599999999999998,0.7788925241656328,3.7781377504271183
37,1,4,202310192150000000,202310192205000000,37.78635479166667,37.64234808333333,898.9,26.9,0.91,0.3483605692158403,2.7958826576516653
38,1,4,202310201630000000,202310201645000000,37.78405828082192,37.6343223652968,901.4821917808221,26.900000000000002,0.9399999999999997,0.2297628156120477,2.62561507113055
39,1,4,202310201715000000,202310201730000000,37.78408555691057,37.63536338211382,916.8170731707318,26.900000000000002,0.73,0.42303727898551774,3.3538197659710156
40,1,3,202310201740000000,202310201750000000,37.784831555555556,37.63577680555556,906.2833333333333,26.900000000000002,0.7400000000000001,0.2,4.193430275500056
41,1,4,202310201815000000,202310201830000000,37.785549809803925,37.63729047058823,912.8941176470585,26.900000000000006,1.03,0.3892501518655177,2.443439096725254
42,1,3,202310201855000000,202310201905000000,37.787149041666666,37.641912358333336,909.0650000000002,26.899999999999995,1.0300000000000002,0.3892501518655177,3.031616581574894
43,1,4,202310201935000000,202310201950000000,37.78529153682171,37.64112459786822,902.2622093023258,26.900000000000002,0.9000000000000004,0.2,3.6378109699782875
44,1,5,202310202010000000,202310202030000000,37.784668721712535,37.63952897247706,905.7357798165139,26.9,0.8199999999999998,0.2,4.248028555317202
45,1,4,202310202050000000,202310202105000000,37.78375879513889,37.63996065972222,912.7541666666666,26.900000000000002,0.87,0.3892501518655177,3.1967245407347735
46,1,4,202310202125000000,202310202140000000,37.78449526629936,37.636475207529855,905.209090909091,26.9,0.7699999999999998,0.35816153387398175,3.3304200767394794
47,1,4,202310202155000000,202310202210000000,37.784056046875,37.636670109375004,928.059375,26.9,0.88,1.5159201665919446,3.4330252457162604
48,1,4,202310202245000000,202310202300000000,37.782739416666665,37.63729541666667,906.85,26.9,0.94,0.2,5.148530430100123
49,1,4,202310202315000000,202310202330000000,37.782045923387095,37.635704499999996,901.6419354838707,26.899999999999995,0.7699999999999997,0.36823824417247053,2.564937483743058
50,1,4,202310202340000000,202310202355000000,37.78309322222222,37.634915819444444,907.4166666666667,26.899999999999995,0.9500000000000001,0.37859845808828346,3.4232478069351115
51,2,6,202310180010000000,202310180035000000,37.7877327780303,37.64353067651515,892.1322727272727,26.899999999999995,1.01,0.36823824417247053,2.7625920606915195
52,2,5,202310181655000000,202310181715000000,37.789821093939395,37.64176671212121,896.7872727272725,27.0,0.75,0.3892501518655177,3.2362217362823626
53,2,3,202310181735000000,202310181745000000,37.79056547619047,37.64289952380953,898.2857142857143,27.0,0.6900000000000001,1.1171895964484122,2.5866236185678484
54,2,3,202310181800000000,202310181810000000,37.79105494880546,37.644540863481225,899.6133105802048,27.0,0.7999999999999999,1.0279619354657585,2.23913518370604
55,2,4,202310181825000000,202310181840000000,37.791572333333335,37.64645305833333,893.5,26.899999999999995,0.93,0.3295559005749158,2.5255610317882806
56,2,4,202310181900000000,202310181915000000,37.79041992559524,37.64458639285715,900.1214285714286,26.900000000000002,1.11,0.36823824417247053,2.1639183156851405
57,2,4,202310181940000000,202310181955000000,37.787374209523804,37.6429536904762,893.8428571428572,26.899999999999995,0.84,0.2,5.553161766677153
58,2,4,202310182020000000,202310182035000000,37.7889356,37.6423445,911.7,26.9,0.82,0.3892501518655177,2.8903887945358466
59,2,4,202310182050000000,202310182105000000,37.78990196388888,37.643612497222215,895.62,26.90000000000001,0.8100000000000004,0.36823824417247053,2.3888655424360214
60,2,4,202310182125000000,202310182140000000,37.78845647619047,37.64463660714286,896.2214285714288,26.899999999999995,0.72,0.29493702330623717,2.709225535243631
61,2,4,202310182205000000,202310182220000000,37.78883497368422,37.646352780701754,905.5263157894736,26.899999999999995,0.8800000000000001,0.2,3.9145669170039152
62,2,4,202310182235000000,202310182250000000,37.78943225081131,37.64767492443208,890.2835883171069,26.9,0.9399999999999995,0.8948026970573536,3.0617066535226187
63,2,4,202310182305000000,202310182320000000,37.790676484649126,37.647045495614044,892.025657894737,26.900000000000002,0.7699999999999999,0.2868661751876924,8.616806660328972
64,2,1,202310191730000000,202310191730000000,,,,,,50.0,21.7240046451125
65,2,4,202310191740000000,202310191755000000,37.78657082291666,37.64330128125,925.8062500000001,26.9,0.8,0.8948026970573536,3.044242260061812
66,2,4,202310191945000000,202310192000000000,37.78779299999999,37.64693477777778,897.0,26.899999999999995,0.84,1.214162267445301,2.9194009335174504
67,2,4,202310192020000000,202310192035000000,37.787126068597566,37.647514925813006,906.4780487804879,26.900000000000002,0.8200000000000001,1.1171895964484122,2.4365772776564483
68,2,4,202310192055000000,202310192110000000,37.78725200980392,37.648705941176466,916.7029411764706,26.9,1.39,1.7415104285962484,3.787029113669795
69,2,4,202310192130000000,202310192145000000,37.78823582014389,37.64839637769784,907.7521582733813,26.900000000000006,0.77,0.9199775600724472,3.5834914228118486
70,2,4,202310192210000000,202310192225000000,37.78620055952381,37.64616608333334,907.0785714285714,26.899999999999995,0.8800000000000002,0.8465008233549265,3.1695000811221634
71,2,4,202310201730000000,202310201745000000,37.78443536111111,37.64583526851851,910.9333333333333,26.899999999999995,0.69,0.8465008233549265,2.539860094704656
72,2,4,202310201805000000,202310201820000000,37.78465552793296,37.64720899441341,909.1480446927375,26.900000000000002,0.9899999999999999,4.4732623786015235,2.2243004058134757
73,2,4,202310201840000000,202310201855000000,37.78500966666666,37.648511,916.6,26.9,0.97,0.8948026970573536,2.6133555467346894
74,2,4,202310202005000000,202310202020000000,37.78566128828829,37.64443087387387,920.5621621621623,26.899999999999995,0.9699999999999999,0.9458607062989269,3.196312087847065
75,2,3,202310202055000000,202310202105000000,37.78745380555556,37.64530011111111,912.1388888888889,26.899999999999995,0.73,0.8948026970573536,3.54890860612083
76,2,4,202310202150000000,202310202205000000,37.792679578231294,37.64583644217687,897.5326530612244,27.0,0.7800000000000001,0.3295559005749158,4.437676451791934
77,2,4,202310202235000000,202310202250000000,37.794771571059435,37.64204277648579,893.7811369509045,27.0,0.8499999999999999,0.3892501518655177,5.262583616839077
78,2,4,202310202320000000,202310202335000000,37.78102949810605,37.661490388257576,959.9727272727273,26.9,0.92,4.4732623786015235,2.254778614209474
79,3,6,202310180010000000,202310180035000000,37.78773186180904,37.64356069932999,893.954271356784,26.900000000000002,1.01,0.36823824417247053,2.3301460335676656
80,3,4,202310181655000000,202310181710000000,37.78773463333333,37.65054543333333,919.2,26.9,0.8100000000000002,0.8703167353321769,2.7778224087829204
81,3,4,202310181725000000,202310181740000000,37.78843309803921,37.651669509803924,971.9470588235293,26.9,0.79,1.056883172510736,2.6865599907805535
82,3,4,202310181800000000,202310181815000000,37.7886271125,37.65359455,911.9025000000001,26.9,0.76,0.29493702330623717,3.189697915339956
83,3,3,202310182030000000,202310182040000000,37.78924232448378,37.654472632005906,900.1070796460177,26.899999999999995,0.92,0.9724720629597227,2.792768767629401
84,3,3,202310182100000000,202310182110000000,37.790167,37.65599963333334,911.8199999999999,26.9,0.72,0.9998321179210313,2.325785441102918
85,3,4,202310182135000000,202310182150000000,37.79147263333333,37.655905762500005,911.0525000000001,26.9,0.7599999999999999,0.7575784036366429,2.5101248704311896
86,3,3,202310182215000000,202310182225000000,37.79109341666667,37.65494458333333,900.1,26.9,0.89,1.434090077489081,3.110928161807153
87,3,3,202310182245000000,202310182255000000,37.79049602207001,37.65272130289194,898.5552511415525,26.899999999999995,0.8499999999999996,0.67799702235612,4.3577207300367204
88,3,4,202310191740000000,202310191755000000,37.78962288725489,37.651314965686275,905.9764705882353,26.9,0.6900000000000001,1.056883172510736,3.2895607345731777
89,3,3,202310191930000000,202310191940000000,37.79250109126365,37.65475934399376,892.3533541341653,26.900000000000002,0.8499999999999999,0.7788925241656328,4.067248881785293
90,3,4,202310192005000000,202310192020000000,37.79192592952612,37.653938825435404,895.2391251518833,26.899999999999995,0.89,0.9724720629597227,3.051574188969584
91,3,4,202310192040000000,202310192055000000,37.7911771969697,37.652824838383836,903.8909090909091,26.9,0.78,0.9998321179210313,3.9575856872984865
92,3,3,202310192125000000,202310192135000000,37.78908182710728,37.649944480363985,903.3238505747127,26.900000000000002,0.76,1.0279619354657585,2.800060734491591
93,3,3,202310192155000000,202310192205000000,37.79087593913043,37.65127375507247,890.1017391304348,26.899999999999995,0.8,0.9199775600724472,3.931530061462081
94,3,4,202310201635000000,202310201650000000,37.78712359620597,37.65228036585365,931.430081300813,26.899999999999995,0.8599999999999999,0.4002015261562354,1.8229553271320327
95,3,3,202310201715000000,202310201725000000,37.790463357843144,37.65022217708332,902.34375,26.900000000000006,0.83,0.7788925241656328,3.983406164935984
96,3,4,202310201740000000,202310201755000000,37.79078866666668,37.6499625952381,899.3642857142858,26.899999999999995,0.72,0.8465008233549265,3.2711630728128123
97,3,3,202310201815000000,202310201825000000,37.79203143121693,37.65038142724868,900.5238095238095,26.9,0.9900000000000001,0.7788925241656328,1.951921830836379
98,3,3,202310201845000000,202310201855000000,37.792030233333335,37.64942321666666,926.0499999999998,26.9,0.8299999999999998,0.3892501518655177,2.462562175286199
99,3,4,202310201935000000,202310201950000000,37.79361401041667,37.65381379513889,892.3708333333334,26.900000000000002,0.84,0.8948026970573536,3.008878020494274
100,3,3,202310202015000000,202310202025000000,37.789709205043856,37.648311891447364,905.8230263157893,26.900000000000002,0.89,0.8008063076888998,4.822905141207177
101,3,3,202310202045000000,202310202055000000,37.78980061111111,37.648663,897.9666666666667,26.899999999999995,0.7200000000000001,0.8465008233549265,4.022234218913979
102,3,3,202310202115000000,202310202125000000,37.79071703333333,37.64804939166666,903.26,26.899999999999995,0.7200000000000001,0.8008063076888998,2.2383505043327507
103,3,3,202310202150000000,202310202200000000,37.79215966666666,37.647513499999995,891.1,26.9,0.79,0.33882780451538586,2.6295497010113427
104,3,4,202310202215000000,202310202230000000,37.79252575883152,37.64880809669385,890.0101902173913,26.9,0.9299999999999998,0.42303727898551774,2.4338436466690485
105,3,4,202310202250000000,202310202305000000,37.79310858467743,37.65085245161289,894.2266129032258,26.899999999999995,0.7699999999999997,0.5430354580187188,3.2256067271288877
